age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
36.00,Female,Health,1.09,Facebook,72.00,3.28,8.94,7.60,9.00,6.63,0.29,9.00,TRUE,FALSE,1.00,24.00,18.42,6.85
41.00,Female,Health,4.39,Facebook,53.00,7.15,6.96,5.47,8.00,7.55,1.71,4.00,FALSE,FALSE,2.00,15.00,12.52,4.86
37.00,Female,Student,0.00,TikTok,62.00,5.41,4.15,3.80,1.00,6.00,0.63,3.00,FALSE,FALSE,0.00,29.00,3.19,5.65
64.00,Male,Health,2.97,TikTok,61.00,7.26,5.51,4.94,3.00,6.99,0.89,0.00,FALSE,FALSE,3.00,31.00,14.21,5.51
34.00,Female,Education,4.00,Twitter,58.00,6.40,7.21,6.44,9.00,5.82,1.12,2.00,FALSE,TRUE,3.00,5.00,16.67,8.09
63.00,Male,Education,2.59,Telegram,55.00,6.59,3.61,3.53,6.00,6.86,2.05,5.00,FALSE,FALSE,2.00,31.00,8.38,3.25
45.00,Female,Health,2.97,Twitter,58.00,2.19,4.25,4.12,2.00,5.84,1.03,9.00,TRUE,FALSE,3.00,23.00,16.89,4.82
39.00,Female,Unemployed,2.78,Instagram,65.00,6.78,4.02,2.55,1.00,7.57,,0.00,TRUE,TRUE,0.00,18.00,0.00,
61.00,Male,Unemployed,2.59,Facebook,62.00,6.42,2.62,2.42,8.00,9.27,0.63,2.00,FALSE,FALSE,1.00,11.00,17.96,
59.00,Male,Unemployed,5.77,Instagram,77.00,6.41,5.07,4.18,6.00,6.68,1.04,8.00,FALSE,FALSE,2.00,12.00,10.41,4.29
25.00,Female,Student,3.42,TikTok,63.00,8.43,4.25,3.68,5.00,8.46,1.01,2.00,TRUE,FALSE,2.00,22.00,0.00,3.54
45.00,Male,Student,1.18,Facebook,52.00,5.79,5.25,3.96,9.00,7.25,2.53,4.00,FALSE,TRUE,4.00,30.00,0.53,3.14
29.00,Female,Finance,1.92,Twitter,54.00,7.28,3.30,3.29,5.00,5.70,0.45,9.00,FALSE,FALSE,2.00,21.00,5.59,2.49
42.00,Female,Unemployed,4.50,Telegram,62.00,7.56,3.42,3.72,1.00,6.30,0.90,6.00,FALSE,TRUE,1.00,20.00,17.84,3.71
55.00,Female,Student,2.44,TikTok,60.00,3.10,4.84,3.58,8.00,4.56,2.21,4.00,TRUE,TRUE,1.00,23.00,16.77,3.70
61.00,Male,Finance,3.76,Facebook,60.00,7.29,8.23,7.49,3.00,6.70,0.22,6.00,FALSE,FALSE,3.00,11.00,9.79,8.29
32.00,Female,Health,2.77,Instagram,68.00,6.73,6.71,6.73,6.00,6.02,0.30,0.00,FALSE,FALSE,3.00,28.00,11.89,7.61
61.00,Female,IT,3.15,Twitter,57.00,3.73,5.97,5.72,7.00,7.14,0.17,5.00,FALSE,FALSE,2.00,13.00,17.15,5.36
62.00,Male,Finance,2.96,Facebook,61.00,8.47,7.98,7.83,2.00,5.45,1.10,2.00,FALSE,TRUE,4.00,10.00,2.31,7.32
30.00,Female,Finance,1.80,Instagram,58.00,9.39,2.44,1.72,1.00,5.51,0.21,5.00,TRUE,FALSE,2.00,12.00,7.43,1.25
53.00,Other,Finance,4.67,Facebook,60.00,6.02,8.19,7.08,1.00,4.26,1.67,2.00,FALSE,TRUE,1.00,28.00,14.17,6.58
23.00,Male,IT,6.31,Instagram,59.00,7.48,7.21,6.92,6.00,8.19,0.62,0.00,FALSE,FALSE,3.00,26.00,21.96,8.71
55.00,Male,Health,2.16,Instagram,65.00,7.23,8.16,7.45,6.00,8.84,0.78,5.00,FALSE,TRUE,4.00,22.00,7.16,6.85
49.00,Male,Unemployed,2.55,Instagram,61.00,9.30,2.91,2.26,4.00,6.74,1.39,2.00,FALSE,TRUE,2.00,9.00,7.10,0.78
38.00,Female,Student,1.19,Telegram,56.00,11.19,4.32,3.11,2.00,5.06,1.15,3.00,FALSE,FALSE,1.00,1.00,0.00,
61.00,Female,Student,5.20,Instagram,65.00,3.57,8.22,6.66,1.00,7.55,1.23,0.00,FALSE,FALSE,3.00,0.00,25.44,7.09
61.00,Female,IT,4.63,Facebook,49.00,7.35,5.35,4.14,1.00,4.82,1.00,1.00,TRUE,FALSE,4.00,31.00,0.00,3.43
32.00,Female,Finance,2.45,Twitter,52.00,4.69,8.81,7.74,1.00,6.82,1.83,1.00,TRUE,FALSE,3.00,21.00,11.78,7.11
40.00,Male,Health,4.20,Telegram,57.00,5.94,3.45,2.88,6.00,6.39,0.84,4.00,TRUE,TRUE,3.00,6.00,0.00,3.12
55.00,Male,Education,2.96,TikTok,58.00,5.36,7.51,7.08,5.00,4.45,0.07,7.00,TRUE,FALSE,1.00,6.00,10.16,
58.00,Male,Education,3.66,TikTok,62.00,5.65,2.88,2.61,3.00,7.26,0.80,1.00,FALSE,TRUE,1.00,15.00,11.18,
32.00,Female,Education,3.04,Telegram,58.00,5.60,7.26,6.76,7.00,7.19,0.76,8.00,TRUE,FALSE,3.00,11.00,0.00,
65.00,Male,Student,1.90,Twitter,57.00,4.97,5.25,4.60,10.00,4.86,0.68,9.00,FALSE,TRUE,1.00,9.00,6.76,4.45
57.00,Female,Education,3.24,Instagram,50.00,6.83,2.80,2.61,8.00,4.53,1.69,3.00,TRUE,FALSE,1.00,11.00,8.73,4.30
33.00,Male,Finance,13.22,Instagram,84.00,7.84,6.08,4.94,2.00,9.90,2.07,8.00,FALSE,FALSE,2.00,4.00,6.91,4.57
54.00,Male,Finance,2.02,Instagram,72.00,8.57,4.11,3.63,8.00,6.49,0.48,4.00,TRUE,FALSE,0.00,22.00,10.37,4.15
35.00,Female,IT,2.09,Telegram,67.00,5.74,2.93,2.81,5.00,7.55,1.25,5.00,FALSE,FALSE,1.00,16.00,4.01,3.21
40.00,Female,IT,0.00,TikTok,61.00,5.29,6.67,6.00,4.00,4.05,,9.00,FALSE,FALSE,3.00,7.00,8.21,6.42
20.00,Female,Finance,0.87,Facebook,53.00,7.96,3.31,3.04,6.00,6.90,1.37,2.00,FALSE,FALSE,1.00,0.00,3.65,2.12
63.00,Female,Education,3.17,Instagram,61.00,6.15,5.15,4.50,8.00,7.46,0.73,10.00,TRUE,TRUE,2.00,27.00,11.97,4.69
56.00,Male,Education,4.79,Twitter,53.00,5.47,7.08,5.30,1.00,6.24,0.35,0.00,FALSE,FALSE,0.00,28.00,7.00,6.46
64.00,Male,Unemployed,0.00,TikTok,66.00,6.75,3.23,3.57,5.00,8.04,1.17,7.00,TRUE,FALSE,2.00,11.00,7.71,3.86
18.00,Female,Student,0.66,Telegram,62.00,4.55,4.78,4.60,6.00,8.80,0.91,5.00,TRUE,FALSE,1.00,21.00,17.24,3.27
58.00,Male,IT,3.49,Telegram,52.00,10.73,4.94,4.68,4.00,7.42,,5.00,TRUE,FALSE,1.00,21.00,10.86,3.69
46.00,Female,Health,0.00,Twitter,69.00,8.67,2.34,2.48,3.00,7.17,1.37,1.00,FALSE,FALSE,1.00,27.00,11.86,2.21
65.00,Male,IT,1.49,TikTok,53.00,8.47,6.05,5.65,8.00,7.58,0.79,10.00,FALSE,FALSE,6.00,6.00,11.23,
45.00,Female,Finance,3.18,Telegram,60.00,3.50,5.43,5.37,4.00,6.10,0.00,6.00,TRUE,FALSE,1.00,5.00,3.14,3.47
62.00,Female,Student,4.72,Telegram,64.00,7.11,3.93,2.81,4.00,10.00,2.39,6.00,FALSE,FALSE,0.00,27.00,13.30,
49.00,Female,Health,1.62,Telegram,57.00,6.13,2.70,2.83,5.00,4.24,,3.00,TRUE,FALSE,2.00,23.00,24.56,
38.00,Female,Finance,2.17,Facebook,51.00,4.97,2.08,0.99,4.00,7.54,1.89,4.00,TRUE,TRUE,3.00,30.00,19.34,0.00
21.00,Male,Health,1.37,TikTok,60.00,7.79,8.26,6.92,9.00,5.47,2.90,8.00,FALSE,FALSE,4.00,3.00,5.08,6.34
48.00,Male,Student,4.83,Facebook,50.00,7.63,2.23,2.12,7.00,5.03,1.22,10.00,FALSE,FALSE,3.00,15.00,15.16,1.21
51.00,Male,Student,3.62,Facebook,76.00,5.76,4.44,3.60,2.00,5.02,0.95,2.00,FALSE,TRUE,5.00,27.00,11.07,1.66
36.00,Female,Health,0.00,Telegram,46.00,6.17,4.84,3.63,10.00,8.15,0.00,8.00,TRUE,FALSE,2.00,6.00,0.00,
40.00,Female,Unemployed,3.10,Twitter,69.00,9.60,7.94,7.18,6.00,6.72,0.40,0.00,FALSE,FALSE,1.00,31.00,24.38,7.87
42.00,Male,Finance,4.94,Twitter,63.00,2.11,3.38,2.35,2.00,9.06,0.36,0.00,FALSE,FALSE,2.00,25.00,11.18,3.73
32.00,Male,Health,2.22,Facebook,52.00,10.03,6.79,6.23,10.00,7.68,1.65,2.00,FALSE,FALSE,0.00,29.00,3.98,
40.00,Male,IT,1.73,Facebook,59.00,7.41,6.05,5.09,7.00,6.20,0.65,10.00,TRUE,TRUE,3.00,11.00,13.55,6.20
19.00,Male,Education,2.12,Telegram,55.00,5.30,2.66,2.96,3.00,6.62,0.10,0.00,FALSE,FALSE,1.00,28.00,7.07,
32.00,Male,Health,3.64,Instagram,71.00,6.84,6.59,6.52,10.00,3.72,0.83,8.00,FALSE,FALSE,0.00,21.00,0.00,
61.00,Male,Unemployed,4.87,Instagram,45.00,7.83,4.01,2.13,1.00,8.94,0.55,2.00,TRUE,FALSE,3.00,0.00,3.46,4.18
52.00,Male,Unemployed,0.00,Facebook,56.00,6.56,6.80,6.94,9.00,6.94,0.94,10.00,FALSE,TRUE,5.00,28.00,3.53,6.25
27.00,Male,Health,4.04,Instagram,59.00,4.13,5.74,4.14,6.00,7.77,0.88,7.00,TRUE,TRUE,2.00,1.00,12.84,5.33
31.00,Female,Student,0.68,Telegram,68.00,7.30,7.36,5.97,7.00,4.11,1.35,9.00,TRUE,FALSE,3.00,7.00,14.14,5.93
52.00,Male,Unemployed,4.91,TikTok,59.00,6.92,3.88,3.02,2.00,6.00,0.00,7.00,FALSE,FALSE,5.00,26.00,12.66,3.59
51.00,Male,Health,4.34,Twitter,61.00,4.75,3.32,3.26,9.00,6.39,0.24,3.00,FALSE,FALSE,2.00,18.00,10.08,2.28
41.00,Female,IT,3.45,TikTok,61.00,6.70,6.85,6.90,6.00,3.13,1.36,0.00,FALSE,FALSE,0.00,10.00,0.00,6.26
59.00,Male,Education,2.42,Facebook,59.00,8.22,6.22,5.26,6.00,4.59,0.65,0.00,TRUE,FALSE,3.00,12.00,17.06,5.08
21.00,Male,Student,6.79,TikTok,57.00,8.03,8.87,6.97,9.00,6.09,0.00,8.00,FALSE,FALSE,0.00,31.00,14.83,6.15
30.00,Male,Finance,1.52,Facebook,65.00,10.75,7.74,6.94,6.00,7.76,0.61,1.00,FALSE,FALSE,3.00,17.00,7.63,9.07
49.00,Male,IT,7.53,Twitter,58.00,6.56,4.46,3.22,7.00,5.80,1.40,0.00,FALSE,TRUE,1.00,26.00,21.52,
56.00,Female,Student,6.80,Telegram,48.00,6.74,5.53,4.70,5.00,7.59,1.32,6.00,FALSE,FALSE,5.00,9.00,0.00,4.78
33.00,Female,IT,0.32,Instagram,50.00,9.93,7.04,6.40,10.00,7.28,0.00,2.00,TRUE,FALSE,3.00,19.00,1.62,5.91
20.00,Female,Education,0.55,Instagram,57.00,5.16,5.94,5.67,1.00,7.72,0.80,7.00,FALSE,FALSE,3.00,8.00,13.33,5.13
37.00,Female,Health,5.60,TikTok,53.00,7.50,3.34,2.71,6.00,5.82,0.04,9.00,FALSE,FALSE,1.00,23.00,12.29,1.17
27.00,Female,Health,0.00,Instagram,60.00,6.92,7.55,5.79,3.00,5.91,1.70,0.00,FALSE,FALSE,2.00,21.00,20.32,6.35
20.00,Male,Unemployed,4.72,Instagram,63.00,4.39,8.01,7.88,3.00,7.50,0.00,3.00,FALSE,FALSE,2.00,14.00,2.82,7.92
42.00,Female,Finance,4.83,Instagram,69.00,5.50,3.30,2.79,6.00,6.64,0.83,3.00,FALSE,FALSE,2.00,2.00,4.52,4.45
65.00,Female,IT,1.85,Facebook,66.00,4.44,3.72,2.88,7.00,5.27,2.30,4.00,FALSE,FALSE,3.00,21.00,13.11,1.89
32.00,Female,IT,1.22,Telegram,68.00,5.75,6.44,6.51,2.00,6.34,1.67,8.00,FALSE,FALSE,1.00,21.00,21.33,7.39
49.00,Female,Health,4.82,Telegram,70.00,4.39,7.60,7.40,6.00,5.24,0.92,6.00,FALSE,FALSE,1.00,30.00,1.55,7.66
20.00,Female,Health,1.87,Telegram,54.00,8.59,4.67,4.25,1.00,6.07,1.40,2.00,TRUE,FALSE,4.00,4.00,2.38,4.18
47.00,Male,Student,2.98,Twitter,68.00,5.94,8.53,7.59,7.00,5.43,2.02,3.00,FALSE,TRUE,5.00,6.00,5.91,
30.00,Male,Student,2.86,Telegram,81.00,4.98,8.61,7.30,6.00,6.51,,0.00,TRUE,TRUE,2.00,13.00,21.84,
61.00,Male,Education,4.35,Facebook,55.00,7.92,3.16,2.75,5.00,6.95,1.46,0.00,FALSE,TRUE,0.00,1.00,0.00,4.16
58.00,Female,Student,0.45,TikTok,66.00,7.32,5.63,5.54,2.00,6.85,0.80,9.00,FALSE,FALSE,1.00,27.00,26.70,4.60
56.00,Male,Unemployed,0.00,Twitter,68.00,7.29,4.28,4.74,1.00,7.35,0.55,4.00,FALSE,FALSE,2.00,13.00,20.03,3.01
65.00,Female,Finance,4.19,Facebook,69.00,6.50,6.31,6.34,5.00,6.54,0.65,2.00,TRUE,TRUE,3.00,10.00,15.01,5.49
37.00,Other,IT,5.93,TikTok,52.00,10.65,3.97,3.27,5.00,7.30,0.96,9.00,FALSE,FALSE,3.00,10.00,0.00,4.29
54.00,Female,IT,4.56,Twitter,66.00,3.80,5.29,5.00,2.00,4.83,1.45,3.00,TRUE,FALSE,1.00,13.00,10.54,5.43
48.00,Female,Education,0.00,Twitter,58.00,7.30,8.72,8.11,5.00,5.23,1.87,7.00,FALSE,FALSE,2.00,18.00,14.80,8.60
27.00,Male,Education,2.60,TikTok,68.00,7.39,8.25,7.20,6.00,8.49,1.35,0.00,FALSE,FALSE,2.00,18.00,27.65,7.85
60.00,Male,Health,5.78,Instagram,54.00,7.57,8.20,6.80,7.00,7.34,2.26,4.00,FALSE,TRUE,1.00,1.00,3.59,6.05
56.00,Female,Unemployed,3.73,Instagram,61.00,12.00,2.38,2.95,4.00,7.43,1.01,6.00,FALSE,FALSE,3.00,2.00,13.71,2.83
28.00,Male,Health,0.00,Twitter,52.00,6.50,6.83,5.40,5.00,4.99,,0.00,FALSE,FALSE,3.00,11.00,14.71,4.69
39.00,Male,Finance,1.38,TikTok,53.00,6.04,3.31,3.17,10.00,6.58,0.46,0.00,TRUE,FALSE,0.00,7.00,20.32,
61.00,Male,Finance,0.00,Instagram,58.00,5.64,7.98,6.58,8.00,5.05,1.58,6.00,FALSE,TRUE,2.00,1.00,7.42,6.56
35.00,Female,Unemployed,0.00,Telegram,45.00,7.97,4.40,4.53,7.00,6.73,1.39,8.00,TRUE,FALSE,1.00,17.00,5.69,4.69
51.00,Female,IT,0.00,Instagram,62.00,10.04,5.02,4.09,9.00,9.18,1.86,2.00,FALSE,TRUE,1.00,31.00,17.70,5.88
18.00,Male,Education,1.13,TikTok,58.00,6.21,2.39,2.24,3.00,7.26,0.62,5.00,FALSE,FALSE,2.00,22.00,9.31,
27.00,Male,IT,2.86,TikTok,62.00,8.63,4.45,4.82,4.00,6.80,1.33,0.00,FALSE,FALSE,5.00,11.00,0.00,3.68
18.00,Male,Student,3.19,Facebook,72.00,5.02,3.10,2.35,10.00,6.09,0.63,0.00,FALSE,FALSE,3.00,28.00,13.51,
55.00,Male,Education,0.16,Twitter,63.00,9.32,2.36,1.73,1.00,6.80,0.69,1.00,FALSE,FALSE,4.00,1.00,2.74,1.95
56.00,Other,Student,0.07,Telegram,66.00,5.97,7.93,6.72,1.00,7.91,1.68,1.00,FALSE,FALSE,1.00,23.00,11.10,6.66
26.00,Male,IT,0.78,Telegram,66.00,4.02,3.59,3.62,9.00,7.30,1.29,2.00,TRUE,FALSE,2.00,29.00,11.70,3.74
48.00,Female,Finance,2.91,Telegram,50.00,6.67,3.41,2.94,3.00,10.00,0.28,5.00,TRUE,FALSE,2.00,28.00,0.00,0.92
24.00,Female,Finance,5.32,Facebook,52.00,7.61,4.17,3.72,5.00,7.62,,10.00,TRUE,FALSE,4.00,29.00,16.39,2.23
34.00,Female,Health,0.00,Facebook,48.00,6.56,5.12,4.48,6.00,9.43,1.57,1.00,FALSE,FALSE,1.00,15.00,1.14,4.41
52.00,Female,Education,5.37,Instagram,54.00,9.15,4.22,4.15,8.00,4.43,0.37,6.00,FALSE,TRUE,3.00,0.00,15.41,4.82
35.00,Female,Health,2.58,TikTok,59.00,5.83,6.18,6.51,3.00,6.90,0.75,10.00,TRUE,TRUE,2.00,23.00,19.26,7.36
50.00,Female,Unemployed,3.15,Telegram,65.00,7.40,2.32,2.47,2.00,4.28,0.00,6.00,TRUE,FALSE,1.00,4.00,17.26,2.71
21.00,Male,Unemployed,2.86,Instagram,58.00,8.58,6.21,5.43,10.00,7.38,2.69,9.00,FALSE,FALSE,2.00,5.00,11.90,6.42
28.00,Female,Finance,4.68,Twitter,61.00,7.96,2.46,3.19,1.00,7.33,0.38,7.00,FALSE,FALSE,2.00,12.00,8.56,3.23
26.00,Male,Unemployed,0.92,Twitter,49.00,9.45,2.28,1.77,8.00,5.85,1.18,10.00,FALSE,TRUE,3.00,31.00,9.67,2.31
47.00,Female,IT,4.32,Twitter,45.00,3.45,4.19,3.75,10.00,9.68,0.47,3.00,FALSE,FALSE,5.00,7.00,5.20,4.51
57.00,Female,IT,1.02,Instagram,56.00,5.71,7.13,6.21,2.00,6.06,0.61,8.00,TRUE,TRUE,5.00,22.00,0.00,5.92
29.00,Female,Health,0.00,Facebook,68.00,6.87,6.54,6.69,5.00,6.30,0.52,1.00,FALSE,FALSE,1.00,17.00,10.48,5.71
18.00,Male,Student,5.38,TikTok,49.00,9.06,7.24,6.42,8.00,6.20,1.30,5.00,TRUE,FALSE,2.00,10.00,0.00,6.91
35.00,Female,Finance,0.76,Twitter,57.00,10.66,8.42,7.47,6.00,5.82,1.69,8.00,TRUE,FALSE,2.00,8.00,15.33,7.61
63.00,Male,Health,3.17,TikTok,55.00,9.02,7.14,5.52,10.00,5.30,0.92,8.00,FALSE,TRUE,2.00,19.00,10.57,5.47
43.00,Male,Health,0.00,Telegram,58.00,6.90,6.93,5.61,2.00,5.98,0.00,2.00,FALSE,TRUE,2.00,25.00,0.00,5.57
20.00,Female,Health,1.22,Facebook,57.00,9.17,2.71,2.32,2.00,4.52,0.00,0.00,TRUE,FALSE,3.00,22.00,18.71,2.53
43.00,Male,Finance,3.88,TikTok,65.00,5.03,8.30,7.41,2.00,6.86,1.20,9.00,FALSE,FALSE,3.00,14.00,3.97,6.94
36.00,Male,Health,2.12,Telegram,73.00,7.07,3.72,4.08,6.00,6.18,,8.00,TRUE,FALSE,1.00,7.00,10.21,6.24
61.00,Female,Education,3.44,Twitter,51.00,7.72,4.80,4.21,9.00,7.45,1.45,5.00,FALSE,TRUE,4.00,1.00,14.36,5.00
64.00,Female,Education,1.02,Twitter,60.00,4.42,6.04,5.17,3.00,7.44,1.44,1.00,TRUE,TRUE,1.00,18.00,8.61,4.54
53.00,Female,Education,2.25,Facebook,59.00,6.44,6.71,5.96,10.00,6.44,0.86,6.00,FALSE,FALSE,3.00,2.00,12.44,5.39
65.00,Female,IT,0.39,TikTok,60.00,6.67,6.07,6.62,4.00,4.37,2.43,1.00,TRUE,TRUE,2.00,16.00,10.78,7.08
30.00,Female,Finance,3.51,Instagram,64.00,7.50,5.19,5.24,4.00,6.96,1.83,9.00,FALSE,FALSE,3.00,2.00,8.21,4.41
53.00,Female,Finance,1.63,Facebook,59.00,5.93,3.25,2.65,7.00,3.71,1.05,1.00,FALSE,TRUE,0.00,7.00,2.13,2.90
38.00,Female,IT,5.78,Twitter,67.00,3.28,8.88,7.93,10.00,9.62,2.36,5.00,FALSE,FALSE,1.00,2.00,8.06,7.99
35.00,Other,Unemployed,1.73,TikTok,56.00,7.37,2.12,1.32,4.00,6.90,1.22,1.00,FALSE,FALSE,1.00,27.00,13.37,1.42
32.00,Male,Education,0.97,Twitter,55.00,3.23,2.73,2.48,4.00,6.15,2.48,0.00,FALSE,FALSE,2.00,4.00,9.90,3.06
32.00,Male,Health,2.29,TikTok,72.00,7.09,6.01,6.37,7.00,6.51,2.53,2.00,TRUE,FALSE,4.00,17.00,5.58,6.24
23.00,Male,Finance,2.26,Twitter,53.00,6.03,6.47,6.47,5.00,7.35,0.52,10.00,FALSE,TRUE,3.00,4.00,0.00,6.60
60.00,Female,Education,2.59,TikTok,46.00,1.96,3.24,2.61,4.00,5.21,1.55,8.00,TRUE,FALSE,5.00,29.00,9.34,1.60
48.00,Female,Health,2.38,Twitter,54.00,6.79,7.95,7.94,4.00,7.89,0.89,10.00,FALSE,FALSE,2.00,19.00,10.80,7.94
45.00,Female,IT,3.24,Instagram,55.00,6.32,3.65,4.31,9.00,7.58,0.18,8.00,FALSE,FALSE,1.00,4.00,0.09,5.02
25.00,Male,Student,4.20,Telegram,59.00,11.50,3.20,2.22,3.00,6.32,1.09,4.00,FALSE,FALSE,3.00,26.00,17.25,3.53
38.00,Male,Student,4.98,Facebook,55.00,5.95,2.00,2.41,9.00,4.31,2.06,5.00,TRUE,TRUE,0.00,16.00,9.05,1.13
41.00,Male,Education,1.72,Telegram,54.00,8.57,6.75,5.49,6.00,4.55,0.19,4.00,TRUE,TRUE,1.00,13.00,11.08,4.95
53.00,Male,Unemployed,2.34,Telegram,56.00,7.07,6.48,5.97,7.00,8.22,1.43,0.00,FALSE,FALSE,3.00,31.00,5.50,6.84
48.00,Male,Education,3.35,TikTok,45.00,7.86,4.94,4.35,8.00,6.00,1.28,6.00,FALSE,FALSE,2.00,30.00,2.82,4.75
64.00,Female,Health,5.28,Facebook,65.00,5.94,5.27,4.86,10.00,8.05,0.17,8.00,FALSE,FALSE,1.00,7.00,4.87,3.87
51.00,Male,Student,2.21,TikTok,62.00,9.45,4.62,3.95,7.00,5.39,1.11,1.00,TRUE,FALSE,3.00,26.00,9.92,6.15
59.00,Female,Health,1.55,Instagram,55.00,6.87,2.32,1.50,4.00,7.71,,5.00,FALSE,TRUE,1.00,23.00,13.73,1.97
24.00,Female,Health,1.58,Facebook,58.00,6.43,6.74,6.65,10.00,5.95,2.58,0.00,TRUE,FALSE,2.00,31.00,8.65,7.00
36.00,Female,Unemployed,2.10,Telegram,48.00,9.25,8.31,7.58,3.00,4.55,1.61,4.00,FALSE,FALSE,1.00,24.00,19.42,9.14
32.00,Other,Finance,2.76,Telegram,67.00,7.85,6.61,6.79,10.00,5.35,0.98,9.00,FALSE,FALSE,1.00,2.00,14.32,5.15
31.00,Female,Health,2.44,Telegram,66.00,7.28,2.27,1.22,4.00,5.96,1.28,3.00,FALSE,TRUE,0.00,11.00,4.14,0.00
65.00,Female,Education,1.31,Instagram,61.00,5.36,2.57,2.32,4.00,5.64,,1.00,FALSE,TRUE,1.00,21.00,21.09,2.57
31.00,Male,Finance,6.45,TikTok,46.00,8.52,6.23,5.34,7.00,3.53,1.44,2.00,TRUE,TRUE,2.00,11.00,16.52,5.19
20.00,Female,Finance,3.86,TikTok,64.00,7.95,8.57,7.48,5.00,5.18,1.13,5.00,FALSE,FALSE,1.00,28.00,13.61,
23.00,Male,Unemployed,1.10,Twitter,70.00,6.88,5.98,5.81,4.00,5.46,0.88,10.00,FALSE,FALSE,1.00,17.00,0.31,5.21
31.00,Male,IT,2.75,Instagram,65.00,7.53,4.62,4.58,10.00,6.58,0.00,4.00,TRUE,TRUE,2.00,15.00,18.74,5.51
37.00,Male,Finance,1.82,Telegram,62.00,7.36,4.16,3.93,7.00,5.53,0.65,3.00,FALSE,FALSE,3.00,23.00,11.02,5.20
30.00,Female,Finance,3.94,TikTok,72.00,6.89,8.49,6.87,2.00,5.86,,6.00,FALSE,FALSE,2.00,9.00,32.39,6.82
44.00,Female,Health,2.39,TikTok,66.00,9.88,7.16,6.73,6.00,8.55,0.16,7.00,TRUE,FALSE,1.00,0.00,16.80,6.74
52.00,Female,Student,3.17,Facebook,57.00,6.96,6.35,6.33,1.00,6.31,1.03,9.00,TRUE,FALSE,1.00,26.00,8.78,4.96
62.00,Female,Student,1.27,Twitter,65.00,2.47,7.47,7.39,10.00,6.15,1.12,10.00,TRUE,TRUE,0.00,30.00,20.09,7.68
58.00,Male,Unemployed,1.17,Twitter,54.00,8.26,4.61,4.49,5.00,7.37,0.73,6.00,TRUE,FALSE,2.00,28.00,8.27,4.49
62.00,Female,IT,1.51,Facebook,52.00,10.87,2.37,2.13,1.00,5.75,1.26,9.00,FALSE,FALSE,3.00,18.00,7.52,3.98
57.00,Female,Finance,2.97,Facebook,51.00,6.74,6.11,4.74,4.00,8.81,1.17,9.00,FALSE,FALSE,1.00,18.00,11.50,5.20
41.00,Female,Finance,3.99,Telegram,55.00,7.70,3.99,4.19,7.00,7.14,1.49,6.00,TRUE,FALSE,3.00,3.00,14.66,6.41
46.00,Male,IT,4.08,Facebook,66.00,2.65,2.40,2.32,3.00,7.15,0.62,10.00,FALSE,FALSE,3.00,20.00,11.83,2.95
62.00,Male,IT,1.87,TikTok,73.00,6.47,8.45,7.84,8.00,4.15,1.66,4.00,FALSE,FALSE,0.00,29.00,4.45,8.08
19.00,Other,Student,6.80,TikTok,56.00,4.22,4.24,4.31,9.00,5.35,1.86,4.00,FALSE,TRUE,3.00,4.00,5.67,4.52
32.00,Female,Student,1.76,Facebook,69.00,7.79,3.02,2.49,5.00,8.57,2.64,3.00,FALSE,FALSE,2.00,27.00,22.67,2.67
18.00,Female,Health,1.10,Twitter,69.00,7.58,3.98,3.51,5.00,3.95,,6.00,TRUE,TRUE,4.00,13.00,1.13,1.41
55.00,Female,Health,5.38,TikTok,53.00,8.38,2.27,1.89,3.00,8.42,1.64,10.00,FALSE,FALSE,2.00,22.00,9.74,1.74
52.00,Male,Education,4.46,Telegram,47.00,9.63,2.79,2.51,3.00,5.87,1.82,2.00,FALSE,FALSE,4.00,9.00,5.37,2.55
30.00,Other,Student,4.89,Telegram,66.00,7.56,3.72,2.97,7.00,4.42,2.91,7.00,FALSE,FALSE,2.00,29.00,0.22,2.58
18.00,Female,Unemployed,7.15,Instagram,67.00,4.11,2.21,3.22,8.00,5.27,1.04,7.00,FALSE,FALSE,2.00,13.00,8.49,2.51
31.00,Female,Unemployed,5.05,Twitter,78.00,8.09,3.67,3.03,3.00,5.03,0.63,6.00,FALSE,FALSE,0.00,0.00,9.18,1.47
46.00,Female,Student,1.27,Telegram,61.00,4.92,2.82,2.98,10.00,7.51,1.39,4.00,FALSE,FALSE,0.00,20.00,13.42,3.77
63.00,Female,IT,3.60,Facebook,66.00,6.03,3.06,2.63,10.00,8.38,0.05,0.00,FALSE,TRUE,3.00,23.00,21.42,3.09
27.00,Male,Health,3.44,Telegram,60.00,1.20,4.31,4.16,10.00,8.79,1.06,2.00,FALSE,FALSE,2.00,25.00,13.04,4.01
30.00,Male,Finance,3.84,Twitter,61.00,6.13,4.65,4.28,7.00,9.09,,2.00,TRUE,FALSE,2.00,11.00,0.00,
53.00,Female,Education,4.32,Facebook,52.00,3.19,8.59,7.28,9.00,6.48,0.43,4.00,TRUE,FALSE,3.00,4.00,0.00,6.44
